Product Name,Price,Ratings
"2019 Lenovo IdeaPad L340 15.6"" Laptop Computer, AMD Ryzen 3 3200U Processor up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, DVDRW, 802.11ac WiFi, Bluetooth 4.2, USB Type-C, HDMI, Grey, Windows 10 Home",$378.00,3.0 out of 5 stars
"HP Pavilion 2019 15.6 HD LED Laptop Notebook Computer PC, Intel I5-8265U, 8GB DDR4 RAM, 256GB PCIe Nvme SSD, USB 3.1, USB-C, Bluetooth, Webcam, Wi-Fi, Fast Charging, Windows 10 Home, Gold",$493.00,4.5 out of 5 stars
"2019 Dell Inspiron 15 5000 5570 Intel Core i7-8550U 12 GB DDR4 1TB HDD 15.6"" Full HD Touchscreen LED Silver Laptop (Renewed)",$579.00,5.0 out of 5 stars
"2019 Lenovo 14"" HD Laptop Computer, Intel Celeron N3350 up to 2.4GHz Processor, 2GB RAM, 32GB eMMC Flash Memory, HDMI, 802.11AC WiFi, Bluetooth 4.0, USB 3.0, 1-Year Microsoft Office 365, Windows 10",$174.99,3.4 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"ASUS ROG G531GT-BI7N6 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4, 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",$849.00,4.0 out of 5 stars
"2019 Lenovo Thinkpad E590 15.6"" FHD Full HD IPS Business Laptop (Intel Quad Core i7-8565U, 32GB DDR4 RAM , 1TB PCIe NVMe M.2 SSD + 1TB HDD) Fingerprint,Type-C, HDMI, Ethernet, Windows 10 Pro","$1,027.99",4.5 out of 5 stars
"Thin and Light Laptop 14 inch HD Intel Atom X5-E8000 Quad core, 1.04Ghz CPU, up to 2.0Ghz, 4GB RAM, 64GB eMMC, Expandable 1TB HDD, WiFi, HDMI Windows 10 Home",$199.99,4.0 out of 5 stars
"MSI GL63 8SC-059 15.6"" Gaming Laptop, Intel Core i7-8750H, NVIDIA GeForce GTX1650, 8GB, 256GB Nvme SSD, Win10",$795.50,4.2 out of 5 stars
"2019 HP 15.6"" FHD IPS Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i5-8250U up to 3.4GHz (Beat i7-7500U), 8GB DDR4, 1TB HDD + 512GB SSD, 802.11ac WiFi, USB 3.1, Bluetooth, HDMI, Windows 10",$647.00,4.3 out of 5 stars
"Newest_Dell Vostro Real Business(Better Design Than Inspiron) 15.6"" FHD Laptop-Intel Core i5, 8GB RAM, 256GB SSD, HDMI, VGA, Windows 10 Pro",$583.00,3.8 out of 5 stars
"Oemgenuine Lenovo ThinkPad P52s Laptop 15.6 Inch FHD IPS Display 1920x1080, Intel Quad Core i7-8550U, 32GB RAM, 1TB SSD, Fingerprint, Backlit Keyboard, W10P","$1,449.95",4.3 out of 5 stars
"HP 15.6"" HD LED Backlight Premium Laptop | AMD A6-9225 2.6GHz | 4GB DDR4 RAM | 1TB HDD | DVD-RW | Gigabit Ethernet | HDMI | SD Card Reader | Windows 10 | Jet Black",$311.00,3.7 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i7-8565U, NVIDIA GeForce MX250, 12GB DDR4, 512GB PCIe Nvme SSD, Windows 10 Home, A515-54G-73WC",$747.91,3.6 out of 5 stars
"HP Chromebook X360 12-Inch HD+ Touchscreen Laptop, Intel Celeron N4000, 4. GB SDRAM, 32 GB eMMC, Chrome (12b-ca0010nr, Ceramic White)",$359.99,-1
"Lenovo 130S, Premium 2019 Flagship 11.6"" HD Laptop, Intel Celeron Dual-Core N4000 up to 2.6GHz, 4GB DDR4, 64GB eMMC Flash Memory, Intel UHD Graphics 600 Bluetooth WiFi HD Webcam USB-C HDMI Win 10 S",$200.00,4.5 out of 5 stars
"HP Stream 14-Inch Touchscreen Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0120nr, Rose Pink)",$269.99,4.0 out of 5 stars
"HP 2019 Newest 15 15.6 Inch HD Laptop (Intel Dual Core i3-7100U 2.4 GHz, 4GB RAM, 1TB HDD, Intel UHD Graphics 620, WiFi, HDMI, Bluetooth, Windows 10) (Silver)",$314.97,3.8 out of 5 stars
"ASUS 15.6"" Gaming Laptop Ryzen 5, 32GB RAM, 512GB SSD + 2TB SSHD, GTX 1050, 4 Cores up to 3.7GHz Processor, DDR4, Backlit Keyboard, Wi-Fi, 1920x1080, HDMI, Webcam",$899.00,4.3 out of 5 stars
Downton Abbey Season 1,$1.99,4.8 out of 5 stars
"2019 DeII Inspiron 15 5000 Series i5584 Touchscreen FHD (1920 x 1080) Laptop, Intel Core i5 - 8265U 1.6GHz, 12GB DDR4 2666MHz 256GB SSD+16GB Optane, Windows 10 Home (64-bit)",$554.80,5.0 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"Asus Laptop L406 Thin and Light Laptop, 14” HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC Storage, Wi-Fi 5, Windows 10, Blue, L406MA-AB02-BL, One Year of Microsoft Office 365",$249.99,3.6 out of 5 stars
"2019 Newest Flagship Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |Intel Pentium 5405U 2.3 GHz| 4GB RAM | 500GB HDD | Bluetooth | HDMI | Windows 10",$235.00,3.9 out of 5 stars
"Lenovo IdeaPad 330 15.6"" HD Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Windows 10",$369.00,3.6 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i3-8145U, 4GB DDR4, 128GB PCIe Nvme SSD, Backlit Keyboard, Windows 10 in S Mode, A515-54-30BQ",$349.99,4.4 out of 5 stars
"2019 Lenovo S145 15.6"" FHD Premium Laptop Computer, 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz, 12GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth, USB 3.0, HDMI, Gray, Windows 10 Home",$744.00,3.9 out of 5 stars
"2019 Lenovo Ideapad 330 15.6"" Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i5-8250U Up to 3.4GHz (Beat i7-7500U), 8GB DDR4, 1TB HDD, DVDRW, Bluetooth 4.1, 802.11AC WiFi, HDMI, Windows 10",$573.00,3.9 out of 5 stars
"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0040nr, Rose Pink)",$199.99,3.1 out of 5 stars
"ASUS Newest 11.6"" HD Laptop - Intel Celeron Processor, 4GB RAM, 32GB eMMC Flash Memory, HDMI, Bluetooth, Windows 10",$159.45,3.8 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"2019 Lenovo 11.6"" HD IPS Touchscreen 2-in-1 Chromebook, Quad-Core MediaTek MT8173C (4C, 2X A72 + 2X A53), 4GB RAM, 32GB eMMC, 802.11ac WiFi, Bluetooth 4.2, HDMI, Type-C, Chrome OS",$224.00,4.4 out of 5 stars
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",$813.99,4.0 out of 5 stars
"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara",$974.95,3.8 out of 5 stars
"Newest HP 15.6 inch HD Touchscreen Flagship Premium Laptop PC, Intel Core i5-7200U Dual-Core, 8GB RAM, 2TB HDD, Bluetooth, WIFI, DVD, Stereo Speakers, Windows 10 Home",$525.00,4.2 out of 5 stars
"HP ENVY 13 Inch Thin Laptop w/ Fingerprint Reader, 4K Touchscreen, Intel Core i7-8565U, NVIDIA GeForce MX250 Graphics, 16GB SDRAM, 512GB SSD, Windows 10 Home (13-aq0044nr, Natural Silver)","$1,149.99",3.9 out of 5 stars
"2019 HP 14, 14"" HD Thin & Light Flagship Laptop Computer, 7th Gen Intel Core i3-7100U 2.40GHz, 4GB DDR4 RAM, 128GB SSD, WiFi, Bluetooth, USB 3.1 Type-C, HDMI, Stereo Speakers, Windows 10",$299.99,4.6 out of 5 stars
"Lenovo IdeaPad S340 15.6"" Touchscreen Laptop - Intel Core i3 - 1080p 256GB M.2 NVMe SSD - 8GB DDR4 15.6"" Touchscreen LED-Backlit Full HD IPS (1920 x 1080) Display",$497.99,-1
"Newest Lenovo 15.6"" HD Flagship Laptop | Intel Pentium 5405U | 8GB RAM | 500GB HDD | Intel UHD Graphics 610 | WiFi | HDMI | USB 3.0 | Windows 10",$298.88,3.0 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"Dell Inspiron 15 5000, 2019 15.6"" FHD Touchscreen Laptop, Intel 4-Core i5-8265U, 12GB RAM, 256GB PCIe SSD by 16GB Optane, 1TB HDD, Backlit KB Fingerprint Reader MaxxAudio Win 10/Accessories Bundle",$589.00,4.2 out of 5 stars
Goldengulf 10.1 Inch Computer Laptop PC Android 6.0 Quad Core Notebook Netbook 8GB with WiFi Webcam Netflix YouTube Google Player Flash Ultra Slim (Pink),$138.86,5.0 out of 5 stars
"2019 Newest Lenovo 14 Thin and Light Laptop PC: 14"" FHD Anti-Glare Display, AMD Dual Core A6-9220C, 4GB RAM, 64GB eMMC, WiFi, Bluetooth, HD Webcam, HDMI, USB-C, Windows 10 Pro Education",$178.00,-1
"Newest HP 15 15.6"" HD Touchscreen Premium Laptop - Intel Core i5-7200U, 8GB DDR4, 2TB HDD, DVD+RW, HDMI, Webcam, Wi-Fi AC + Bluetooth 4.2, Gigabit Ethernet RJ-45, Windows 10 - Silver",$520.00,3.9 out of 5 stars
"HP Pavilion 15 15.6"" IPS Touchscreen Full HD (1920x1080) Business Laptop - 8th Gen Intel Quad-Core i5-8250U, 8GB DDR4, 1TB HDD, USB Type-C, FHD IR Webcam, WiFi AC, HDMI, Ethernet RJ-45, Windows 10",$547.50,3.9 out of 5 stars
"HP 15.6"" HD Touch-Screen Laptop Notebook Computer, AMD Quad Core Ryzen 5 3500U up to 3.7GHz, 8GB DDR4, 128GB SSD PCI-e, AMD Radeon Vega 8, USB 3.0, Webcam, DVD-RW, HDMI, Windows 10, Silver",$415.00,4.0 out of 5 stars
"2019 Newest HP Pavilion 15 15.6"" HD Touchscreen Business Laptop Intel Quad-Core i5-8250U, 16GB DDR4, 512GB SSD, Type-C, HDMI, WiFi AC, UHD, Windows 10",$633.99,3.9 out of 5 stars
"Lenovo Ideapad Premium 15.6 Inch Laptop 2019 Notebook Computer, AMD A6-9225 2.6GHz, 8GB DDR4 RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Accessories Bundle",$310.00,3.7 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"HP Stream 11-Inch Laptop, Intel X5-E8000 Processor, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal and 1 TB Onedrive Storage for One Year (11-ak1020nr, Diamond White)",$179.99,3.9 out of 5 stars
"HP 15.6-Inch High Performance HD Laptop (Intel Quad Core Pentium N3710 Processor up to 2.5 GHz, 8GB RAM, 500GB HDD, SuperMulti DVD, Wifi, HDMI, Webcam, Windows 10-silver)",$319.95,3.6 out of 5 stars
"Lenovo Ideapad Premium 15.6"" Laptop Notebook Computer 2019 New, AMD A9-9425 Up to 3.7GHz, 8GB RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Value Accessories Bundle",$280.00,3.5 out of 5 stars
"Lenovo IdeaPad 15.6"" HD Laptop Intel Core i5-8250U HDMI 802.11 AC Windows 10, Blue (128GB SSD | 8GB DDR4 | Windows 10 Home)",$469.99,3.6 out of 5 stars
"ASUS VivoBook S Ultra Thin and Portable Laptop, Intel Core i7-8550U Processor, 8GB DDR4 RAM, 128GB SSD+1TB HDD, 15.6” FHD WideView Display, ASUS NanoEdge Bezel, S510UA-DS71",$799.99,4.1 out of 5 stars
"2018 Dell Inspiron 15 15.6 Inch Flagship Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 256GB SSD, MaxxAudio Sound, Intel HD Graphics 620, HD Webcam, Windows 10)",$458.00,4.3 out of 5 stars
"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC | AMD A6-9225 Dual-Core 2.60 GHz| 4GB RAM | 500GB HDD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",$239.99,3.0 out of 5 stars
"2019 New HP 15.6"" HD Touch-Screen Laptop Notebook Computer, Intel Pentium Quad-Core N5000 (max 2.6 GHz, Beat i3-7100U), 4GB RAM, 1TB HDD, Bluetooth, Wi-Fi, HDMI, Webcam, Win 10",$307.90,3.2 out of 5 stars
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384",$379.99,3.8 out of 5 stars
"Dell 15.6"" Inspiron 15 5000 5570 Notebook Intel Core i5 (8th Gen) i5-7200U 8GB DDR4 SDRAM 1TB HDD Windows 10 Pro 64-bit (English)",$465.00,-1
"Newest HP High Performance 15.6” HD Touch-Screen Notebook Computer with Intel Pentium N5000 Processor, 4GB_RAM, 1TB Hard Drive, Webcam, WiFi and Bluetooth, HDMI, Windows 10 (Black)",$313.89,3.3 out of 5 stars
Dell Inspiron 15.6” Touch Screen Intel Core i3 128GB Solid State Drive Laptop,$324.80,4.0 out of 5 stars
"14.1"" Full HD Windows Laptop PC (Windows 10, 4GB RAM, Dual Band 5GHz WiFi (2X WiFi Speeds), T90B+ Pro Model, Lapbook, Intel Quad-Core, USB 3.0, Bluetooth, Laptop Compute (64GB)",$229.97,3.9 out of 5 stars
"Flagship Newest 2019 Lenovo Ideapad 15.6"" HD Laptop AMD A6-9225 8GB RAM 512GB SSD AMD Radeon R4 DVDRW 802.11ac Webcam Bluetooth Win 10",$341.00,3.3 out of 5 stars
"MSI Alpha 15 A3DD-004 15.6"" 144Hz Gaming Laptop AMD Ryzen7-3750H Redeon RX5500M 16GB 512GB NVMe SSD Win10","$1,099.00",1.0 out of 5 stars
"ASUS ZenBook 13 Ultra-Slim Durable Laptop 13.3” FHD Wideview, Intel Core i7-8565U Up to 4.6GHz, 16GB RAM, 512GB PCIe SSD + TPM Security Chip, Numberpad, Windows 10 Pro - UX333FA-AB77, Royal Blue",$998.48,3.7 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118",$149.99,4.4 out of 5 stars
"Jumper EZbook X3 Windows 10 Laptop, Slim Laptop 13.3'' HD PC Laptop Intel N3350 6GB 64GB eMMC 2.4G/5G WiFi",$177.65,4.3 out of 5 stars
"New 2019 Flagship ASUS X441BA - 14"" HD AMD A6-9225 up to 3.0GHz, 4GB DDR4 RAM, 500GB HDD, AMD Radeon R4, WiFi, Bluetooth, USB 3.1 Type-C, HDMI, Silver Gradient, Windows 10 Home",$190.98,3.0 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
The Laptop Millionaire: How Anyone Can Escape the 9 to 5 and Make Money Online,$0.00,4.3 out of 5 stars
"HP Gaming 15-EC0013DX - 15.6"" FHD - AMD Ryzen 5 3550H - NVIDIA GTX 1050-8GB - 256GB SSD",$0,-1
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode (14-cb159nr, Jet Black)",$229.99,3.7 out of 5 stars
"2019 Newest Lenovo 130-15AST 15.6"" Laptop AMD A9-Series, 4GB DDR4 RAM, 128GB SSD, Wi-Fi, HDMI, Bluetooth, Windows 10, Black",$233.00,3.5 out of 5 stars
"2019 New Dell Inspiron 11 Chromebook , 11.6"" HD Non-Touchscreen Display, Intel Celeron Dual Core N3060 Processor, 4GB Ram, 16GB eMMc Flash Memory, WiFi, HDMI, USB3.0, Chrome OS",$144.79,4.1 out of 5 stars
"Dell Inspiron 14"" FHD IPS Anti-Glare LED-Backlit Laptop, Intel Quad-Core i5-8265U up to 3.9GHz, 8GB DDR4, 256GB NVME SSD, 802.11ac, Bluetooth, Webcam, Backlit Keyboard, USB 3.1-C, HDMI, Windows 10",$559.99,-1
"New Apple MacBook Pro (13-inch, 8GB RAM, 128GB Storage) - Silver","$1,099.99",4.4 out of 5 stars
"Premium HP Envy 13 Laptop Computer 13.3"" FHD IPS Touchscreen, 8th Gen Intel Quad-Core i7-8565U 16GB RAM 512GB PCIe SSD 2GB Nvidia GeForce MX250 Backlit KB B&O USB-C WiFi Fingerprint Reader Win 10","$1,099.00",-1
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
Dell Inspiron 17 5000 Series 17.3inch Full HD Display AMD Ryzen 3 Radeon Vega3 Graphics 2.50GHz 8GB RAM 1TB Hard Drive Windows 10,$488.60,5.0 out of 5 stars
"2019 Dell Inspiron 15.6"" Laptop Computer, 8th Gen Intel Quad-Core i7-8565U up to 4.6GHz, 16GB DDR4 RAM, 512GB SSD, 802.11AC WiFi, Bluetooth 4.1, USB 3.1, HDMI, Windows 10 Home",$682.95,2.0 out of 5 stars
"2019 HP 15.6"" HD Touchscreen Flagship Premium Laptop Computer, Intel Core i5-7200U Up to 3.1GHz, 8GB DDR4 RAM, 2TB HDD + 512GB SSD, DVDRW, 802.11AC WiFi, Bluetooth 4.2, USB 3.1, HDMI, Windows 10 Home",$615.98,4.2 out of 5 stars
"2019 ASUS 14"" Premium High Performance Laptop Computer| AMD A6-9225 up to 3.0GHz| 4GB DDR4 RAM| 500GB HDD| AMD Radeon R4| WiFi| Bluetooth| USB 3.1 Type-C| HDMI| Silver Gradient| Windows 10 Home|",$194.99,3.5 out of 5 stars
"HP Pavilion 15.6’’ Touchscreen HD WLED-Backlit Display Laptop, AMD Ryzen 3 2200U 2.5GHz Processor, AMD Radeon Vega 3 Graphics, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, B & O Play, Windows 10 - Gold",$430.88,4.0 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"Dell - Inspiron 15.6"" Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Black",$360.00,2.7 out of 5 stars
"Newest HP High Performance 15.6” HD Touch-Screen Notebook Computer with Intel Pentium N5000 Processor, 4GB_RAM, 1TB Hard Drive, Webcam, WiFi and Bluetooth, HDMI, Windows 10 (Black)",$313.89,3.3 out of 5 stars
"Dell Inspiron i3000-10099SLV 11.6 Inch Touchscreen 2-in-1 Laptop (Intel Pentium, 4 GB RAM, 500 GB HDD, Moonlight Silver)",$0,2.9 out of 5 stars
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel 2.6GHz Processor, 4GB RAM, 64GB Storage, Windows 10 in S Mode (Switchable to Win 10 Home), 1 Year Office 365 - J401MA-YS02",$349.99,3.8 out of 5 stars
"Dell A6-9220e Inspiron Flagship High Performance Laptop, 11.6""",$188.00,2.7 out of 5 stars
2 in 1 Laptop jumper x1 Windows 10 Laptop FHD Touchscreen Display Laptop Computer 11.6 inch 4GB RAM 128GB SSD (128GB),$269.90,4.3 out of 5 stars
"HP - 15-db0031nr Laptop/AMD A9-9425/4GB/1TB HDD/15.6"" Flat HD (1366x768)/AMD Radeon R5/Windows 10 Home",$284.98,-1
"Lenovo Ideapad 320 15.6 inch HD Flagship High Performance Laptop PC, Intel Celeron N3350 Dual-Core, 4GB RAM, 128GB SSD, Bluetooth 4.1, WIFI, DVD RW, Windows 10 Home (Purple)",$0,3.2 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Dell Inspiron 15 5000 15.6-inch Touchscreen FHD 1080p Premium Laptop, Intel Quad Core i5-8250U Processor, 12GB RAM, 1TB Hard Drive, DVD Writer, Backlit Keyboard, Bluetooth, Silver",$628.00,3.8 out of 5 stars
"Poldark, Season 1",$1.99,4.8 out of 5 stars
"HP Chromebook 14, 14"" Full HD Display, Intel Celeron N3350, Intel HD Graphics 500, 32GB eMMC, 4GB SDRAM, B&O Play Audio, Snow White, 14-ca051wm",$203.56,4.5 out of 5 stars
"ASUS VivoBook Flip Laptop, 11.6"" Touch Screen, Intel Pentium, 4GB Memory, 128GB Solid State Drive, Windows 10 Home in S Mode, TP202NA-OS21T",$289.99,5.0 out of 5 stars
"2019 HP Flagship 15.6"" HD Touchscreen Backlit Keyboard Laptop PC | 8th Gen Intel Core i5-8250U Quad-Core | 8GB DDR4 | 1TB HDD + 128GB SSD (boot) | Bluetooth | WIFI | DVD RW | Windows 10 home",$574.45,4.3 out of 5 stars
"ASUS_Newest 11.6"" HD Laptop - Intel Celeron Processor, 32GB eMMC Flash Memory, HDMI, Bluetooth, Windows 10 (4GB RAM)",$155.00,3.7 out of 5 stars
