Product Name,Price,Ratings
"Dell Inspiron C3181-C871BLK-PUS Laptop ( Chrome OS, Intel N3060, 11.6"" LCD Screen, Storage: 16 GB, RAM: 4 GB) Black",$143.90,3.9 out of 5 stars
"Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118",$149.99,4.4 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"HP 14-bs153od Laptop, 14"" Screen, Intel Celeron, 4GB Memory, 64GB eMMC, Windows 10 Home",$221.46,5.0 out of 5 stars
"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384",$379.99,3.8 out of 5 stars
"Newest HP 15.6 inch HD Touchscreen Flagship Premium Laptop PC, Intel Core i5-7200U Dual-Core, 8GB RAM, 2TB HDD, Bluetooth, WIFI, DVD, Stereo Speakers, Windows 10 Home",$525.00,4.2 out of 5 stars
"Dell Latitude 3150 11.6"" HD Laptop, Celeron N2840 2.16GHz, 8GB, 128GB Solid State Drive, Windows 10 Home 64Bit, CAM, (Certified Refurbished)",$165.00,-1
"2019 HP Stream 14” FHD Laptop Computer, Intel Celeron N3060 up to 2.48GHz, 4GB RAM, 64GB SSD, 802.11ac WiFi, Bluetooth, HDMI, 1-Year Office 365, Windows 10",$229.00,3.7 out of 5 stars
"2019 Lenovo Thinkpad E590 15.6"" HD Business Laptop (Intel Quad Core i5-8265U, 8GB DDR4 Memory, Toshiba XG5 256GB PCIe 3.0(x4) NVMe SSD M.2 SSD) Type-C, HDMI, Ethernet, Webcam, Windows 10 Pro",$636.89,4.0 out of 5 stars
"2019 ASUS 15.6"" High Performance Laptop Computer, AMD Quad-Core A12-9720P Processor up to 3.6GHz, 8GB DDR4 RAM, 128GB SSD, AMD Radeon R7 Graphics, WiFi, Bluetooth, USB 3.0, HDMI, Windows 10 Home",$350.01,3.7 out of 5 stars
"ASUS 15.6"" Gaming Laptop Ryzen 5, 16GB RAM, 256GB SSD, GTX 1050, 4 Cores up to 3.7GHz Processor, DDR4, Backlit Keyboard, Wi-Fi, 1920x1080, HDMI, Webcam",$669.00,4.3 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"2019 Lenovo IdeaPad 330 15.6"" HD High Performance Laptop PC, Intel Pentium N5000 Quad-Core Processor, 4GB RAM, 500GB HDD, DVD, HDMI, Windows 10 Home, Platinum Gray",$266.41,3.2 out of 5 stars
"2017 Dell Inspiron 15.6 LED-Backlit HD Laptop - Intel Dual-Core i3-7100U 2.4GHz, 8GB RAM, 128GB SSD, DVDRW, WLAN, Bluetooth, HDMI, Webcam, 3-in-1 Card Reader, MaxxAudio, Win 10",$374.90,3.3 out of 5 stars
"2016 HP 15.6-inch Laptop PC, Intel Celeron N3050 Processor, 4GB DDR3L RAM, 500GB Hard Drive, HD graphics, SuperMulti DVD Burner, HDMI, Wifi, Windows 10",$269.99,3.8 out of 5 stars
"2018 Lenovo ideapad 320 15.6"" LED-backlit Display Laptop, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB HDD, DVD-RW, WIFI, Bluetooth, HDMI, Intel HD Graphics 500, Windows 10, Purple",$344.00,3.1 out of 5 stars
"BMAX 2 in 1 Convertible Laptop, 11.6-inch FHD IPS Touchscreen, Intel Quad Core N4100, 8GB LPDDR4, 256GB SSD, WiFi, Bluetooth, USB-C, Windows 10, Thin and Light All-Metal Body, Space Grey",$369.99,4.0 out of 5 stars
"HP Chromebook 14-inch Laptop with 180-Degree Axis, Intel Celeron N3350 Processor, 4 GB RAM, 32 GB eMMC Storage, Chrome OS (14-ca050nr, White)",$204.92,3.5 out of 5 stars
"2019 Premium Dell Latitude E7240 Ultrabook 12.5 Inch Business Laptop (Intel Dual Core i5-4200U up to 2.6GHz, 12GB DDR3 RAM, 512GB SSD, Intel HD 4400, WiFi, HDMI, Windows 10 Pro) (Renewed)",$424.30,-1
Lenovo Laptop Windows 10 Intel Core i3-8130U Dual-Core Processor 4GB RAM 1TB Hard Drive 81DE00LAUS,$324.99,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"Newest Premium Flagship HP Pavilion 15.6"" HD Widescreen LED Notebook Laptop Computer, AMD A6-9225 up to 3.0GHz, 8GB DDR4, 1TB HDD, AMD Radeon R4, DVDRW, Webcam, HDMI, WiFi, Bluetooth, Windows 10",$353.00,3.4 out of 5 stars
"2019 Newest Lenovo Premium IdeaPad S145 15.6 Inch Laptop (AMD A6-9225 up to 3.1GHz, 4GB DDR4 RAM, 500GB HDD, AMD Radeon R4, WiFi, Bluetooth, HDMI, Webcam, Windows 10) (Black)",$349.99,-1
"MSI Gaming GL73 Laptop, 17.3"" FHD Display, Intel Core i5-9300H Upto 4.1GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce GTX 1050 Ti, HDMI, Mini DisplayPort, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro","$1,179.99",-1
"Inspiron Laptop, Dell 2019 Flagship 15.6"" Full HD Touchscreen Inspiron 15 5000, Intel Quad-Core i7-8550U, 16GB DDR4, 512GB PCIe SSD, 1TB HDD, 802.11ac Bluetooth 4.2 MaxxAudio Backlit Keyboard Win 10",$879.00,3.8 out of 5 stars
My Mother's Laptop,$0,-1
"2019 Newest Lenovo IdeaPad 15.6"" HD Laptop PC: AMD Dual Core A4-9125, 8GB RAM, 128GB SSD, WiFi, Bluetooth, Webcam, HDMI, Dolby Audio, Windows 10",$349.00,4.7 out of 5 stars
"HP Notebook 15.6"" HD WLED-backlit Screen Laptop, Intel Core i3-7100U 2.40GHz Dual-Core Processor, 12GB RAM, 128GB M.2 SSD + 1TB HDD, HDMI, Wireless-AC, Bluetooth 4.2, Windows 10 Home, Silver and Black",$434.61,-1
"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51",$783.00,3.8 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",$329.95,4.2 out of 5 stars
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",$293.49,3.3 out of 5 stars
"2019 Newest HP 14"" HD SVA BrightView Micro-Edge WLED-Backlit Touchscreen Laptop, Intel Core i3-8145U Processor up to 3.90GHz, 8GB RAM, 256GB M.2 SSD, HDMI, Wi-Fi, Bluetooth 4.2, Windows 10, Pale Gold",$362.60,1.0 out of 5 stars
"Newest HP 14"" HD Premium Business Laptop PC | 10th Gen Intel Quad-Core i5-1035G1 up to 3.6GHz | 8GB RAM | 256GB SSD | WiFi | HDMI | Card Reader | Bluetooth | Windows 10 | Silver",$476.98,-1
"HP Envy 17.3"" FHD Touchscreen Laptop Computer| 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz| 16GB DDR4 RAM| 1TB SSD + 16GB Optane| DVDRW| GeForce MX250 4GB| 802.11AC WiFi| Windows 10|","$1,249.00",5.0 out of 5 stars
"2019 HP Probook 450 G6 15.6"" HD Business Laptop (Intel Quad-Core i5-8265U, 16GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD + 1TB HDD, UHD 620) Backlit, USB Type-C, RJ45, HDMI, Windows 10 Pro Professional",$704.90,4.4 out of 5 stars
"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0040nr, Rose Pink)",$229.99,3.3 out of 5 stars
"ASUS VivoBook Pro 17 Thin and Portable Laptop, 17.3” FHD, Intel Core i7-8565U, GeForce GTX 1050, 16GB DDR4, 256GB SSD+1TB, Wi-Fi 5, Backlit KB, FP Reader, Windows 10 - N705FD-ES76, Gaming Capable",$969.99,3.6 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"HP 15.6"" HD Touchscreen SVA WLED-Backlit Laptop | Intel Pentium Silver N5000 Quad Core | 8GB DDR4 Memory | 1TB HDD | WiFi | HDMI | Bluetooth 5 | Webcam | Card Reader | Windows 10 | Jet Black",$372.78,5.0 out of 5 stars
"HP Pavilion x360, Premium 2019 Flagship 11.6 inch HD IPS Touchscreen 2 in 1 Laptop, Intel Quad-Core Pentium Silver N5000, 4GB DDR4, 500GB HDD, HD Webcam Bluetooth 4.2 802.11ac USB 3.1 HDMI Win 10",$339.00,4.1 out of 5 stars
"HP 15-da1005dx - 15.6"" HD Touch - i7-8565U - 12GB Memory - 256GB SSD",$686.88,3.7 out of 5 stars
"Lenovo ThinkPad E590 15.6"" FHD (1920x1080) IPS Anti-Glare Display - Intel Core i7-8565U Processor, 16GB RAM, 1TB PCIe-NVMe SSD, 1TB Hard Drive, Windows 10 Pro 64-bit",$949.99,5.0 out of 5 stars
"Lenovo Flex 11 2-in-1 Convertible Laptop, 11.6 Inch HD Touchscreen Display, Intel Pentium Silver N5000 Processor, 4GB DDR4, 64 GB eMMC, Windows 10 in S mode, 81A70006US, Mineral Gray",$284.36,4.3 out of 5 stars
"Dell Vostro 15 5581 Business Laptop, 15.6"" Intel i5-8265U, 12GB DDR4 RAM, 512GB SSD, WiFi, HDMI, Webcam, Bluetooth, Windows 10 Pro",$658.90,-1
"2019 ASUS VivoBook F510QA 15.6” WideView FHD Laptop Computer, AMD Quad-Core A12-9720P up to 3.6GHz, 4GB DDR4 RAM, 128GB SSD , USB 3.0, 802.11ac WiFi, HDMI, Windows 10",$298.00,3.8 out of 5 stars
"2019 Lenovo Flex 6 14 Inch 2-in-1 Touchscreen FHD 1080P Laptop (8th Gen Inter 4-Core i7-8550U up to 4.0GHz, 16GB DDR4 RAM, 512GB SSD, Intel HD Graphics 620, Backlit KB, WiFi, Bluetooth, Windows 10)",$865.97,-1
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"HP 2019 Newest 15 15.6 Inch HD Laptop (Intel Dual Core i3-7100U 2.4 GHz, 8GB RAM, 1TB HDD, Intel UHD Graphics 620, WiFi, HDMI, Bluetooth, Windows 10) (Silver)",$365.89,2.8 out of 5 stars
"2019 Premium Dell Latitude E7440 Ultrabook 14.1 Inch Business Laptop (Intel Dual Core i5-4300U up to 2.9GHz, 16GB DDR3L RAM, 512GB SSD, Intel HD 4400, WiFi, HDMI, Windows 10 Pro, Gray) (Renewed)",$479.00,-1
"Asus ROG Strix Scar II Gaming Laptop, 17.3” 144Hz IPS-Type FHD, NVIDIA GeForce RTX 2070 8GB, Intel Core i7-8750H Processor, 16GB DDR4 RAM, 512GB PCIe SSD + 1TB SSHD, RGB KB, Windows 10 - GL704GW-DS76","$2,199.99",4.0 out of 5 stars
HP 17-by0053od Core i3-8130U Dual-Core 2.2GHz 4GB 1TB DVDRW 17.3HD+ Notebook W10H w/Cam & BT (Gray),$365.00,5.0 out of 5 stars
"HP 15.6"" HD Laptop PC Intel i3-7100u 2.4GHz 4GB Memory Dual Hard Drive (128GB SSD+1TB HDD) HDMI Webcam WiFi Bluetooth USB3.0 USB2.0 Windows 10- Silver",$363.00,5.0 out of 5 stars
"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC storage, Windows 10 Home in S Mode with Office 365 Personal for one year (14-cb010nr, Aqua Blue)",$166.90,3.8 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Omen by HP 2019 15-Inch Gaming Laptop, 9th Gen Intel i7-9750H, NVIDIA GeForce RTX 2070 with Max-Q (8 GB), 16 GB RAM, 512 GB Solid-State Drive, VR Ready, Windows 10 Home (15-dc1060nr, Shadow Black)","$1,499.99",-1
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"CUK ASUS ROG Strix Scar II GL704GW Gaming Laptop (Intel i7-8750H, 32GB RAM, 1TB NVMe SSD + 1TB HDD, NVIDIA RTX 2070 8GB, 17.3"" Full HD IPS 144Hz 3ms, Windows 10) Gamer Notebook Computer","$1,849.99",4.5 out of 5 stars
"2019 Lenovo ThinkPad X260 12.5"" IPS Anti-Glare HD Business Laptop (Intel Dual Core i5-6200U, 16GB DDR4 Memory, 256GB SSD) WiFi AC, Bluetooth, Fingerprint, Backlit, Ethernet, Windows 10 Professional",$739.99,4.9 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"Lenovo 15.6"" ThinkPad E580 High Performance Business Laptop (Intel 8th Gen i7-8550U Quad-Core, 32GB RAM, 1TB Sata SSD, 15.6"" FHD 1920x1080 Anti-Glare IPS Display, Fingerprint, Win 10 Pro)",$0,4.1 out of 5 stars
"2019 HP - Spectre x360 2-in-1 13.3"" FHD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - 13-AP0033DX - Posiedon Blue (Renewed) (HP Stylus Pen + Dock)","$1,129.00",4.0 out of 5 stars
"HP 14 Laptop, 14"" HD Display, Intel Pentium Gold 4417U 2.3GHz, 16GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$361.77,-1
"HP Newest 15 15.6"" HD Touchscreen Premium Laptop - Intel Dual Core i3-7100U, 8GB DDR4, 1TB HDD, DVD+RW, HDMI, WiFi AC + Bluetooth 4.2, Windows 10 - Gray",$408.80,3.1 out of 5 stars
"Asus ZenBook 3 Deluxe Ultraportable Laptop, 14"" Full HD, Intel Core i7-8550U, 16GB RAM Processor, 512GB Nvme SSD, Windows 10 Pro, Royal Blue, UX490UA",$999.99,2.9 out of 5 stars
"ASUS Vivobook K571 Laptop, 15.6” FHD, Intel Core i7-9750H CPU, NVIDIA GeForce GTX 1650, 16GB RAM, 256GB PCIe Nvme SSD + 1TB HDD, Windows 10 Home, K571GT-EB76, Star Black","$1,049.99",3.6 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"ASUS VivoBook F510QA, 2019 Flagship 15.6"" Full HD WideView Laptop, AMD Quad-Core A12-9720P up to 3.6GHz, 20GB RAM, 1TB SSD, 2TB HDD, HDMI Fingerprint Reader BT 4.2 WiFi USB-C AMD Radeon R7 Win 10 S",$505.00,5.0 out of 5 stars
"Lenovo Ideapad 330 81D100EDUS Laptop (Windows 10, Intel Pentium N5000, 15.6"" LED Screen, Storage: 500 GB, RAM: 4 GB) Grey",$242.00,3.4 out of 5 stars
"Lenovo IdeaPad 130 Notebook, 15.6"" HD, AMD Dual-Core A9-9425 Upto 3.7GHz, 8GB RAM, 512GB SSD, DVD-RW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$0,3.1 out of 5 stars
"HP 2019 Newest 15 15.6 Inch HD Laptop (Intel Dual Core i3-7100U 2.4 GHz, 16GB RAM, 1TB HDD, Intel UHD Graphics 620, WiFi, HDMI, Bluetooth, Windows 10) (Silver)",$400.73,4.2 out of 5 stars
"Asus TUF Gaming Laptop, 15.6” Full HD IPS-Type, Intel Core i7-9750H, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, TUF505GT-AH73",$899.99,4.0 out of 5 stars
"GPD Pocket 2 Amber Black [Latest Update-256GB SSD Version] 7"" Touch Screen Windows 10 Mini Portable Laptop UMPC Tablet PC CPU Intel Celeron Processor 3965Y lntel HD Graphics 615 8GB RAM/256GB ROM",$599.99,4.1 out of 5 stars
"Dell - Inspiron 15.6"" Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Black",$360.00,2.7 out of 5 stars
"Alienware M15-15.6"" FHD Gaming Laptop Thin and Light, i7-8750H Processor, NVIDIA GeForce Graphics Card, 16GB RAM, 1TB Hybrid HDD + 128GB SSD, 17.9mm Thick & 4.78lbs","$1,149.90",4.3 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"2019 Lenovo Ideapad 130 15.6"" Premium Laptop Computer, AMD A9-9425 Dual-Core 3.1GHz, 8GB DDR4 RAM, 256GB SSD, DVDRW, 802.11AC WiFi, Bluetooth, AMD Radeon R5, HDMI, USB 3.0, Black, Windows 10 Home",$326.85,3.7 out of 5 stars
"HP Stream 14-Inch Touchscreen Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0100nr, Brilliant Black)",$269.99,-1
"HP Envy 13” Thin Laptop W/ Fingerprint Reader, FHD Touchscreen, 10th Gen Intel Core i7-10510U, 8GB SDRAM, 256GB Solid State Drive, Windows 10 Home (13-aq1010nr, Natural Silver)",$909.99,5.0 out of 5 stars
"Thin and Light 14"" Laptop HD 1920 1080 Intel Atom x5 E8000 Processor Windows 10 Home 1.04Ghz CPU,4GB RAM, 32GB eMMC,802.11a/b/g/n/ac WiFi, HDMI (Silver)",$169.99,5.0 out of 5 stars
"Apple MacBook Air Z0UU3LL/A Laptop (Mac OS High Sierra, 2.2GHz dual-core Intel Core i7, 13.3"" 4K UHD Screen, Storage: 128 GB, RAM: 8 GB) Silver",$0,4.4 out of 5 stars
"New Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage) - Space Gray",$899.99,4.5 out of 5 stars
"HP Stream Laptop PC - 14"" HD, Intel Celeron N3060, 4 GB RAM, 32 GB eMMC, Office 365 Personal for one year - 14-ax010nr",$169.95,3.0 out of 5 stars
"Newest HP 14-inch Chromebook HD Touchscreen Laptop PC (Intel Celeron N3350 up to 2.4GHz, 4GB RAM, 32GB Flash Memory, WiFi, HD Camera, Bluetooth, Up to 10 hrs Battery Life, Chrome OS , Black )",$275.00,4.4 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$207.20,3.9 out of 5 stars
"Asus ROG Strix G (2019) Gaming Laptop, 15.6” IPS Type FHD, NVIDIA GeForce GTX 1650, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe Nvme SSD, RGB KB, Windows 10 Home, GL531GT-EB76","$1,085.00",4.2 out of 5 stars
"2019 Lenovo IdeaPad 330 15.6"" Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i7-8550U up to 4.0GHz, 12GB DDR4 RAM, 1TB HDD, DVD-RW, 802.11AC WiFi, Bluetooth 4.1, USB-C, HDMI, Windows 10 Home",$678.90,5.0 out of 5 stars
"Lenovo Flex 5 81CA001WUS Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 512 GB PCIe SSD Intel UHD Graphics 620 15.6"" Touchscreen 1920 x 1080 Convertible 2-in-1 Laptop Windows 10 Home 64-bit -",$579.99,3.9 out of 5 stars
"Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black",$681.00,4.0 out of 5 stars
"Newest Lenovo Yoga 730 2-in-1 15.6"" Full HD IPS Multi-Touch LED Premium Laptop | Intel Core i7-8565U | 16GB DDR4 RAM | 512GB SSD | Fingerprint | Backlit Keyboard | Windows 10 Home | Abyss Blue","$1,049.00",5.0 out of 5 stars
"HP EliteBook 840 G3 Laptop 14"" FHD Display, Intel Core i5-6300U 2.4Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",$309.99,-1
"Dell Inspiron 15 5000 15.6-inch Touchscreen FHD 1080p Premium Laptop, Intel Quad Core i5-8250U Processor, 12GB RAM, 1TB Hard Drive, DVD Writer, Backlit Keyboard, Bluetooth, Silver (Renewed)",$499.66,4.0 out of 5 stars
"Dell G5 15 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1650, 15.6"" FHD LCD Screen, 256GB SSD and 1TB SATA, 16 GB RAM) G5590-7679BLK-PUS","$1,149.99",4.1 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"LG Gram 14T990-U.AAS8U1, 14” 2-in-1 Ultra-Lightweight Laptop with Intel Core i7 Processor and Wacom Pen, Silver","$1,199.99",4.2 out of 5 stars
"LG Gram 17Z990-R.AAS9U1 Thin and Light Laptop, 17"" (2560 X 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 1TB (512GB x 2) Nvme SSD, Up to 19.5 Hour Battery, Thunderbolt 3, Dark Silver","$1,799.99",4.4 out of 5 stars
"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",$99.99,5.0 out of 5 stars
"XIDU 11.6 "" PhilBook Pro 2 in 1 Convertible Touchscreen Laptop, Intel J3355 Processor, 6GB RAM 128GB SSD, 2K (2560X1440) IPS Notebook with Metal Body, Windows 10 Home, Star Gray",$339.99,4.1 out of 5 stars
"2019 Newest Dell Inspiron 13 7373 2-in-1 13.3 Inch Touchscreen FHD 1080p Laptop (Intel 4-Core i7-8550U up to 4.0 GHz, 16GB DDR4 RAM, 512GB SSD, Intel HD 620, Backlit KB, Windows 10) (Renewed)",$849.00,-1
